TimeGenerated [Local Time],ContainerImage_s,ContainerName_s,RevisionName_s,Log_s
"1/11/2026, 오전 6:14:05",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:14:04 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:14, price=90,497.20, rsi=38.40, rsi_rt=38.36, position=0.2340, balance=4,355.73, pnl=-39.31 | {'rsi_period': 14, 'bar_close': 90497.2, 'total_equity': 4316.424309537838}"
"1/11/2026, 오전 6:13:05",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:13:04 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:13, price=90,494.00, rsi=36.70, rsi_rt=36.70, position=0.2340, balance=4,355.73, pnl=-40.06 | {'rsi_period': 14, 'bar_close': 90494.0, 'total_equity': 4315.6755095378385}"
"1/11/2026, 오전 6:12:05",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:12:03 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:12, price=90,492.00, rsi=35.71, rsi_rt=35.71, position=0.2340, balance=4,355.73, pnl=-40.52 | {'rsi_period': 14, 'bar_close': 90492.0, 'total_equity': 4315.207509537839}"
"1/11/2026, 오전 6:11:03",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:11:02 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:11, price=90,477.90, rsi=25.98, rsi_rt=28.33, position=0.2340, balance=4,355.73, pnl=-43.82 | {'rsi_period': 14, 'bar_close': 90477.9, 'total_equity': 4311.908109537838}"
"1/11/2026, 오전 6:10:03",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:10:02 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:10, price=90,471.80, rsi=24.69, rsi_rt=24.69, position=0.2340, balance=4,355.73, pnl=-45.25 | {'rsi_period': 14, 'bar_close': 90471.8, 'total_equity': 4310.480709537839}"
"1/11/2026, 오전 6:09:03",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:09:02 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:09, price=90,495.00, rsi=29.79, rsi_rt=29.79, position=0.2340, balance=4,355.73, pnl=-46.22 | {'rsi_period': 14, 'bar_close': 90495.0, 'total_equity': 4309.51181389}"
"1/11/2026, 오전 6:08:03",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:08:01 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:08, price=90,489.20, rsi=26.32, rsi_rt=26.29, position=0.2340, balance=4,355.73, pnl=-41.18 | {'rsi_period': 14, 'bar_close': 90489.2, 'total_equity': 4314.5523095378385}"
"1/11/2026, 오전 6:07:02",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:07:01 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:07, price=90,489.00, rsi=41.84, rsi_rt=26.25, position=0.2340, balance=4,355.73, pnl=-41.23 | {'rsi_period': 14, 'bar_close': 90489.0, 'total_equity': 4314.505509537838}"
"1/11/2026, 오전 6:06:01",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:06:00 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:06, price=90,534.80, rsi=41.84, rsi_rt=41.54, position=0.2340, balance=4,355.73, pnl=-30.51 | {'rsi_period': 14, 'bar_close': 90534.8, 'total_equity': 4325.222709537839}"
"1/11/2026, 오전 6:05:01",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:05:00 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:04, price=90,535.50, rsi=41.88, rsi_rt=41.88, position=0.2340, balance=4,355.73, pnl=-30.35 | {'rsi_period': 14, 'bar_close': 90535.5, 'total_equity': 4325.386509537839}"
"1/11/2026, 오전 6:04:01",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:04:00 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:03, price=90,521.90, rsi=32.46, rsi_rt=32.46, position=0.2340, balance=4,355.73, pnl=-33.53 | {'rsi_period': 14, 'bar_close': 90521.9, 'total_equity': 4322.204109537837}"
"1/11/2026, 오전 6:03:01",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:03:00 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:02, price=90,523.40, rsi=37.74, rsi_rt=33.01, position=0.2340, balance=4,355.73, pnl=-33.18 | {'rsi_period': 14, 'bar_close': 90523.4, 'total_equity': 4322.555109537838}"
"1/11/2026, 오전 6:02:01",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:01:59 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:01, price=90,535.40, rsi=41.88, rsi_rt=37.74, position=0.2340, balance=4,355.73, pnl=-30.37 | {'rsi_period': 14, 'bar_close': 90535.4, 'total_equity': 4325.363109537838}"
"1/11/2026, 오전 6:01:00",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 21:00:59 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T21:00, price=90,544.30, rsi=38.13, rsi_rt=41.88, position=0.2340, balance=4,355.73, pnl=-28.29 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.445709537839}"
"1/11/2026, 오전 6:00:00",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:59:59 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:59, price=90,539.00, rsi=40.56, rsi_rt=38.13, position=0.2340, balance=4,355.73, pnl=-29.53 | {'rsi_period': 14, 'bar_close': 90539.0, 'total_equity': 4326.205509537839}"
"1/11/2026, 오전 5:59:00",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:58:59 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:58, price=90,544.30, rsi=36.14, rsi_rt=40.56, position=0.2340, balance=4,355.73, pnl=-29.71 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4326.01830954}"
"1/11/2026, 오전 5:57:59",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:57:58 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:57, price=90,538.20, rsi=36.18, rsi_rt=36.18, position=0.2340, balance=4,355.73, pnl=-29.71 | {'rsi_period': 14, 'bar_close': 90538.2, 'total_equity': 4326.018309537838}"
"1/11/2026, 오전 5:56:58",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:56:57 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:56, price=90,538.10, rsi=38.62, rsi_rt=36.15, position=0.2340, balance=4,355.73, pnl=-29.74 | {'rsi_period': 14, 'bar_close': 90538.1, 'total_equity': 4325.994909537841}"
"1/11/2026, 오전 5:55:58",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:55:57 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:55, price=90,544.30, rsi=39.51, rsi_rt=38.62, position=0.2340, balance=4,355.73, pnl=-28.29 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.445709537839}"
"1/11/2026, 오전 5:54:57",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:54:56 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:54, price=90,546.40, rsi=39.51, rsi_rt=39.47, position=0.2340, balance=4,355.73, pnl=-27.79 | {'rsi_period': 14, 'bar_close': 90546.4, 'total_equity': 4327.937109537837}"
"1/11/2026, 오전 5:53:57",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:53:56 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:53, price=90,546.50, rsi=34.54, rsi_rt=39.51, position=0.2340, balance=4,355.73, pnl=-27.77 | {'rsi_period': 14, 'bar_close': 90546.5, 'total_equity': 4327.960509537839}"
"1/11/2026, 오전 5:52:57",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:52:55 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:52, price=90,538.10, rsi=36.60, rsi_rt=34.54, position=0.2340, balance=4,355.73, pnl=-29.74 | {'rsi_period': 14, 'bar_close': 90538.1, 'total_equity': 4325.994909537841}"
"1/11/2026, 오전 5:51:57",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:51:55 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:51, price=90,544.30, rsi=36.60, rsi_rt=36.60, position=0.2340, balance=4,355.73, pnl=-28.29 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.445709537839}"
"1/11/2026, 오전 5:50:56",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:50:55 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:50, price=90,544.30, rsi=37.66, rsi_rt=36.60, position=0.2340, balance=4,355.73, pnl=-28.29 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.445709537839}"
"1/11/2026, 오전 5:49:55",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:49:54 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:49, price=90,549.90, rsi=35.93, rsi_rt=38.73, position=0.2340, balance=4,355.73, pnl=-26.98 | {'rsi_period': 14, 'bar_close': 90549.9, 'total_equity': 4328.756109537838}"
"1/11/2026, 오전 5:48:56",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:48:54 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:48, price=90,544.30, rsi=35.93, rsi_rt=35.93, position=0.2340, balance=4,355.73, pnl=-28.26 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.469109539999}"
"1/11/2026, 오전 5:47:54",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:47:53 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:47, price=90,544.30, rsi=35.93, rsi_rt=35.93, position=0.2340, balance=4,355.73, pnl=-28.29 | {'rsi_period': 14, 'bar_close': 90544.3, 'total_equity': 4327.445709537839}"
"1/11/2026, 오전 5:46:54",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:46:52 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:46, price=90,544.40, rsi=57.53, rsi_rt=35.96, position=0.2340, balance=4,355.73, pnl=-28.26 | {'rsi_period': 14, 'bar_close': 90544.4, 'total_equity': 4327.4691095378375}"
"1/11/2026, 오전 5:46:08",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:46:06 - llmtrader.live - INFO - ORDER_FILLED | symbol=BTCUSDT, orderId=11573959263, side=BUY, type=MARKET(Taker), event=ENTRY, pos=+0.0000->+0.2340, pos_usd=$0.00->$21,215.94, price=90,666.40, rsi(14)=57.53, rsi_rt=74.65, commission=8.5227 (rate=0.04%), reason=Entry Long (11.5 -> 57.5) | {'entry_rsi': None, 'exit_rsi': None}"
"1/11/2026, 오전 5:45:53",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:45:52 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:45, price=90,548.20, rsi=11.48, rsi_rt=11.48, position=0.0000, balance=4,362.08, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90548.2, 'total_equity': 4362.07841341}"
"1/11/2026, 오전 5:44:53",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:44:52 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:44, price=90,548.30, rsi=11.50, rsi_rt=11.50, position=0.0000, balance=4,362.08, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90548.3, 'total_equity': 4362.07841341}"
"1/11/2026, 오전 5:43:54",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:43:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:43, price=90,548.30, rsi=11.52, rsi_rt=11.50, position=0.0000, balance=4,362.08, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90548.3, 'total_equity': 4362.07841341}"
"1/11/2026, 오전 5:42:52",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:42:51 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:42, price=90,548.40, rsi=11.37, rsi_rt=11.52, position=0.0000, balance=4,362.08, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90548.4, 'total_equity': 4362.07841341}"
"1/11/2026, 오전 5:41:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:41:50 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:41, price=90,548.30, rsi=18.47, rsi_rt=11.37, position=0.0000, balance=4,362.08, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90548.3, 'total_equity': 4362.07841341}"
"1/11/2026, 오전 5:41:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:41:06 - llmtrader.live - INFO - ORDER_FILLED | symbol=BTCUSDT, orderId=11573871228, side=BUY, type=MARKET(Taker), event=EXIT, pos=-0.2380->+0.0000, pos_usd=$-21,548.45->$0.00, price=90,631.40, rsi(14)=18.47, rsi_rt=66.27, pnl=-34.41, pnl_after_fee=-43.05, commission=8.6331 (rate=0.04%), reason=RSI Exit Short (51.4 -> 18.5) | {'entry_rsi': None, 'exit_rsi': None}"
"1/11/2026, 오전 5:40:51",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:40:49 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:40, price=90,573.80, rsi=51.41, rsi_rt=18.51, position=-0.2380, balance=4,399.54, pnl=-8.12 | {'rsi_period': 14, 'bar_close': 90573.8, 'total_equity': 4391.4218812009185}"
"1/11/2026, 오전 5:39:49",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:39:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:39, price=90,601.80, rsi=52.02, rsi_rt=51.41, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:38:49",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:38:48 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:38, price=90,601.80, rsi=51.75, rsi_rt=51.47, position=-0.2380, balance=4,399.54, pnl=-4.69 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4394.84908121}"
"1/11/2026, 오전 5:37:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:37:46 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:37, price=90,601.90, rsi=51.50, rsi_rt=51.75, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:36:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:36:46 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:36, price=90,601.80, rsi=51.50, rsi_rt=51.50, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:35:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:35:46 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:35, price=90,601.80, rsi=51.50, rsi_rt=51.50, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:34:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:34:45 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:34, price=90,601.80, rsi=51.72, rsi_rt=51.50, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:33:46",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:33:45 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:33, price=90,601.90, rsi=51.53, rsi_rt=51.72, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:32:46",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:32:45 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:32, price=90,601.80, rsi=51.72, rsi_rt=51.53, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:31:47",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:31:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:31, price=90,601.80, rsi=51.72, rsi_rt=51.54, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:30:46",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:30:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:30, price=90,601.90, rsi=51.72, rsi_rt=51.72, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:29:45",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:29:44 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:29, price=90,601.90, rsi=51.72, rsi_rt=51.72, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:28:44",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:28:43 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:28, price=90,601.90, rsi=51.59, rsi_rt=51.72, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.73408121}"
"1/11/2026, 오전 5:27:44",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:27:42 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:27, price=90,601.80, rsi=51.59, rsi_rt=51.59, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:26:43",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:26:41 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:26, price=90,601.80, rsi=51.71, rsi_rt=51.59, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:25:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:25:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:25, price=90,601.80, rsi=51.60, rsi_rt=51.60, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:24:42",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:24:40 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:24, price=90,601.90, rsi=51.71, rsi_rt=51.71, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:23:40",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:23:39 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:23, price=90,601.80, rsi=51.71, rsi_rt=51.61, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:22:40",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:22:39 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:22, price=90,601.80, rsi=51.62, rsi_rt=51.62, position=-0.2380, balance=4,399.54, pnl=-14.78 | {'rsi_period': 14, 'bar_close': 90601.8, 'total_equity': 4384.757881200919}"
"1/11/2026, 오전 5:21:41",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:21:38 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:21, price=90,620.90, rsi=51.71, rsi_rt=63.11, position=-0.2380, balance=4,399.54, pnl=-19.33 | {'rsi_period': 14, 'bar_close': 90620.9, 'total_equity': 4380.212081200921}"
"1/11/2026, 오전 5:20:39",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:20:37 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:20, price=90,601.90, rsi=52.02, rsi_rt=51.71, position=-0.2380, balance=4,399.54, pnl=-14.80 | {'rsi_period': 14, 'bar_close': 90601.9, 'total_equity': 4384.734081200921}"
"1/11/2026, 오전 5:19:38",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:19:37 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:19, price=90,606.60, rsi=58.18, rsi_rt=55.38, position=-0.2380, balance=4,399.54, pnl=-15.92 | {'rsi_period': 14, 'bar_close': 90606.6, 'total_equity': 4383.615481200917}"
"1/11/2026, 오전 5:18:38",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:18:36 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:18, price=90,620.80, rsi=69.49, rsi_rt=69.37, position=-0.2380, balance=4,399.54, pnl=-17.37 | {'rsi_period': 14, 'bar_close': 90620.8, 'total_equity': 4382.16374157}"
"1/11/2026, 오전 5:17:36",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-10 20:17:35 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-10T20:17, price=90,620.80, rsi=69.39, rsi_rt=69.44, position=-0.2380, balance=4,399.54, pnl=-19.30 | {'rsi_period': 14, 'bar_close': 90620.8, 'total_equity': 4380.235881200918}"
